Wavelength,Absorbance
200.0,0.009934283060224654
200.60060060060061,0.0
201.2012012012012,0.01295377076201385
201.80180180180182,0.03046059712816051
202.4024024024024,0.0
203.00300300300302,0.0
203.6036036036036,0.03158425631014783
204.20420420420422,0.015348694583058176
204.8048048048048,0.0
205.40540540540542,0.010851200871719294
206.006006006006,0.0
206.60660660660662,0.0
207.2072072072072,0.004839245431320682
207.80780780780782,0.0
208.4084084084084,0.0
209.00900900900902,0.0
209.6096096096096,0.0
210.21021021021022,0.006284946651905478
210.8108108108108,0.0
211.41141141141142,0.0
212.012012012012,0.029312975378431083
212.61261261261262,0.0
213.2132132132132,0.0013505640937584767
213.81381381381382,0.0
214.4144144144144,0.0
215.01501501501502,0.002218451794197322
215.6156156156156,0.0
216.21621621621622,0.007513960366913439
216.8168168168168,0.0
217.41741741741743,0.0
218.018018018018,0.0
218.61861861861863,0.03704556369017876
219.2192192192192,0.0
219.81981981981983,0.0
220.4204204204204,0.01645089824206378
221.02102102102103,0.0
221.6216216216216,0.0041772719000951085
222.22222222222223,0.0
222.82282282282281,0.0
223.42342342342343,0.003937224717382471
224.02402402402402,0.014769331599908208
224.62462462462463,0.00342736562379941
225.22522522522522,0.0
225.82582582582583,0.0
226.42642642642642,0.0
227.02702702702703,0.0
227.62762762762762,0.0
228.22822822822823,0.021142444524378315
228.82882882882882,0.006872365791369228
229.42942942942943,0.0
230.03003003003002,0.0064816793878959
230.63063063063063,0.0
231.23123123123122,0.0
231.83183183183183,0.012233525776817357
232.43243243243245,0.02061999044991902
233.03303303303304,0.018625602382323973
233.63363363363362,0.0
234.23423423423424,0.0
234.83483483483485,0.006625268628071279
235.43543543543544,0.019510902542447184
236.03603603603602,0.0
236.63663663663664,0.0
237.23723723723725,0.0
237.83783783783784,0.0
238.43843843843842,0.016250516447883962
239.03903903903904,0.02712480057141646
239.63963963963965,0.0
240.24024024024024,0.020070657957840483
240.84084084084083,0.007232720500952683
241.44144144144144,0.0
242.04204204204206,0.0072279121101682785
242.64264264264264,0.030760731329319384
243.24324324324323,0.0
243.84384384384384,0.03129287311628012
244.44444444444446,0.0
245.04504504504504,0.01643805008750448
245.64564564564563,0.0017409413647634252
246.24624624624624,0.0
246.84684684684686,0.0018352155307100472
247.44744744744744,0.0
248.04804804804803,0.0
248.64864864864865,0.00714225143023493
249.24924924924926,0.029557880894830326
249.84984984984985,0.0
250.45045045045046,0.0
251.05105105105105,0.0
251.65165165165166,0.018308042354041487
252.25225225225225,0.006575022193193694
252.85285285285286,0.0
253.45345345345345,0.010265348662267129
254.05405405405406,0.0019415509869608165
254.65465465465465,0.019372899810657797
255.25525525525526,0.0
255.85585585585585,0.0
256.45645645645646,0.0
257.0570570570571,0.0
257.65765765765764,0.005922405541291547
258.25825825825825,0.005221105443597816
258.85885885885887,0.00010226913284925298
259.4594594594595,0.0
260.06006006006004,0.0
260.66066066066065,0.0
261.26126126126127,0.0
261.8618618618619,0.0
262.46246246246244,0.0
263.06306306306305,0.008081017136290886
263.66366366366367,0.03772371802421074
264.2642642642643,0.0034915562566369455
264.8648648648649,0.005151007814455484
265.46546546546546,0.0
266.06606606606607,0.0
266.6666666666667,0.0
267.26726726726724,0.0012046041988209167
267.86786786786786,0.04926484224970618
268.4684684684685,0.0
269.0690690690691,0.006030946846672892
269.6696696696697,0.0
270.27027027027026,0.0
270.8708708708709,0.02285645629030147
271.4714714714715,0.015038660653736734
272.07207207207205,0.015820638940862417
272.67267267267266,0.0
273.2732732732733,0.028055886218724038
273.8738738738739,0.0
274.4744744744745,0.01173714187600826
275.07507507507506,0.04380911251620293
275.6756756756757,0.0
276.2762762762763,0.0
276.87687687687685,0.0019930273017583016
277.47747747747746,0.0
278.0780780780781,0.0
278.6786786786787,0.0013712594961294415
279.2792792792793,0.0
279.87987987987987,0.009471848612715897
280.4804804804805,0.0
281.0810810810811,0.030998688100367676
281.68168168168165,0.0
282.28228228228227,0.0
282.8828828828829,0.016270344347420588
283.4834834834835,0.0
284.0840840840841,0.0045491986921198735
284.68468468468467,0.0261428550856922
285.2852852852853,0.0
285.8858858858859,0.0036926771707057704
286.48648648648646,0.005197655885038235
287.08708708708707,0.01563645743562772
287.6876876876877,0.0
288.2882882882883,0.0
288.8888888888889,0.010438831312467657
289.4894894894895,0.0059396934648150235
290.0900900900901,0.005009857007093958
290.6906906906907,0.006928964190145155
291.29129129129126,0.0
291.8918918918919,0.004645073943499119
292.4924924924925,0.00586144946629849
293.0930930930931,0.0
293.6936936936937,0.037315490223334906
294.2942942942943,0.00947665841874711
294.8948948948949,0.0
295.4954954954955,0.013131072173367161
296.09609609609606,0.0
296.6966966966967,0.015741692075780127
297.2972972972973,0.023171911581228572
297.8978978978979,0.0
298.4984984984985,0.01926752258633975
299.09909909909913,0.008255618540414454
299.6996996996997,0.01644120320184145
300.3003003003003,0.03793585965533923
300.9009009009009,0.0
301.5015015015015,0.0
302.1021021021021,0.0
302.7027027027027,0.0
303.3033033033033,0.0
303.90390390390394,0.006823039501741276
304.5045045045045,0.005533815992846503
305.1051051051051,0.01654366498793119
305.7057057057057,0.0002600378458790713
306.3063063063063,0.029070681552744577
306.9069069069069,0.0
307.5075075075075,0.0544033833445482
308.1081081081081,0.012513346969996359
308.70870870870874,0.0
309.3093093093093,0.0
309.9099099099099,0.009649448327284652
310.5105105105105,0.0
311.1111111111111,0.014280009911495766
311.7117117117117,0.009464752525553694
312.3123123123123,0.0
312.91291291291293,0.0
313.51351351351354,0.0
314.1141141141141,0.0
314.7147147147147,0.01712797595441944
315.31531531531533,0.004281874960514949
315.9159159159159,0.0
316.5165165165165,0.003463618619327763
317.1171171171171,0.007706347711736794
317.71771771771773,0.0
318.31831831831835,0.0030745022723829532
318.9189189189189,0.0011641745444674442
319.5195195195195,0.0
320.12012012012013,0.007155747436369573
320.7207207207207,0.011215690789450108
321.3213213213213,0.021661025162808385
321.9219219219219,0.021076041382366417
322.52252252252254,0.0
323.12312312312315,0.0
323.7237237237237,0.010300705851213074
324.3243243243243,0.01027571959612698
